"childid","catholic","race","race_white","race_black","race_hispanic","race_asian","p5numpla","p5hmage","p5hdage","w3daded","w3momed","w3daded_hsb","w3momed_hsb","w3momscr","w3dadscr","w3inccat","w3income","w3povrty","p5fstamp","c5r2mtsc","c5r2mtsc_std","w3income_1k"
"1099003C",0,"ASIAN",0,0,0,1,1,29,34,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,59,33.42,"$25,001 TO $30,000",27500.5,1,0,48.184,-0.2390518,27.5005
"1099004C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,49,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$5,001 TO $10,000",7500.5,1,1,33.937,-1.705686,7.5005
"1099005C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,36,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.18,"$5,001 TO $10,000",7500.5,1,1,57.281,0.6974238,7.5005
"1099006C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,35,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,29.6,29.6,"$5,001 TO $10,000",7500.5,1,1,43.696,-0.7010616,7.5005
"1099008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$10,001 TO $15,000",12500.5,1,1,27.391,-2.379553,12.5005
"1099009C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,28,33,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,34.95,39.2,"$15,001 TO $20,000",17500.5,1,0,40.079,-1.073408,17.5005
"1099010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,34,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,35.78,NA,"$100,001 TO $200,000",150000.5,0,1,51.886,0.1420444,150.0005
"1099011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,32,33,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,35.92,"$20,001 TO $25,000",22500.5,0,0,52.164,0.1706627,22.5005
"1099013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,37.329,-1.356502,NA
"1099015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,51,"9TH - 12TH GRADE","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$25,001 TO $30,000",27500.5,1,0,41.358,-0.9417431,27.5005
"1099018C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,56,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,29.6,"$25,001 TO $30,000",27500.5,1,0,37.538,-1.334987,27.5005
"1099019C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,27,31,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,NA,39.2,"$10,001 TO $15,000",12500.5,1,0,42.036,-0.8719475,12.5005
"1099020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,42.768,-0.796593,NA
"1099021C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,42,56,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,35.63,33.42,"$25,001 TO $30,000",27500.5,1,0,38.871,-1.197763,27.5005
"1099023C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,44,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,38.18,39.2,"$5,001 TO $10,000",7500.5,1,1,33.843,-1.715362,7.5005
"1099024C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,35,36,"8TH GRADE OR BELOW","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,39.2,"$50,001 TO $75,000",62500.5,0,0,52.264,0.180957,62.5005
"1100001C",0,"ASIAN",0,0,0,1,1,49,54,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,34.95,34.95,"$25,001 TO $30,000",27500.5,0,0,55.151,0.4781545,27.5005
"1100005C",0,"ASIAN",0,0,0,1,2,52,56,"SOME COLLEGE","9TH - 12TH GRADE",0,1,NA,NA,"$10,001 TO $15,000",12500.5,1,1,52.952,0.2517821,12.5005
"1100010C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,52.174,0.1716921,NA
"1100011C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,36,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,33.42,"$25,001 TO $30,000",27500.5,0,0,43.321,-0.7396653,27.5005
"1100012C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.367,-1.146703,NA
"1100013C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,42,39,"8TH GRADE OR BELOW","8TH GRADE OR BELOW",1,1,NA,35.92,"$30,001 TO $35,000",32500.5,0,0,53.962,0.3557548,32.5005
"1100017C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,30,32,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,39.2,"$40,001 TO $50,000",45000.5,0,0,54.442,0.4051676,45.0005
"1100020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,31,34,"VOC/TECH PROGRAM","9TH - 12TH GRADE",1,1,34.95,35.92,"$35,001 TO $40,000",37500.5,0,0,36.405,-1.451622,37.5005
"1102017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,41,45,"HIGH SCHOOL DIPLOMA/EQUIVALENT","8TH GRADE OR BELOW",1,1,34.95,35.63,"$30,001 TO $35,000",32500.5,1,0,54.813,0.4433596,32.5005
"1105002C",0,"ASIAN",0,0,0,1,1,38,47,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,52.54,"$50,001 TO $75,000",62500.5,0,0,60.995,1.079755,62.5005
"1105003C",0,"AMERICAN INDIAN OR ALASKA NATIVE",0,0,0,0,1,50,55,"MASTER'S DEGREE (MA, MS)","DOCTORATE OR PROFESSIONAL DEGREE",0,0,61.56,35.78,"$200,001 TO $200,001",200001,0,0,52.141,0.168295,200.001
"1105004C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,55,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,NA,"$100,001 TO $200,000",150000.5,0,0,46.905,-0.3707164,150.0005
"1105006C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$50,001 TO $75,000",62500.5,0,0,50.311,-0.02009133,62.5005
"1105007C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,33,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,38.18,35.78,"$75,001 TO $100,000",87500.5,0,0,50.489,-0.001767414,87.5005
"1105008C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,41,46,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,35.78,35.78,"$100,001 TO $200,000",150000.5,0,0,44.775,-0.5899857,150.0005
"1105011C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,35.78,"$75,001 TO $100,000",87500.5,0,0,61.42,1.123506,87.5005
"1105012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,42,44,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,35.78,"$100,001 TO $200,000",150000.5,0,0,52.252,0.1797217,150.0005
"1105013C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,43,49,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,48.69,"$50,001 TO $75,000",62500.5,0,0,58.372,0.809735,62.5005
"1105014C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,50,51,"BACHELOR'S DEGREE","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,63.43,33.42,"$75,001 TO $100,000",87500.5,0,0,65.307,1.523647,87.5005
"1105015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,46,30,"SOME COLLEGE","MASTER'S DEGREE (MA, MS)",0,0,63.43,39.18,"$50,001 TO $75,000",62500.5,0,0,63.064,1.292745,62.5005
"1105016C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,36,42,"MASTER'S DEGREE (MA, MS)","SOME COLLEGE",0,0,34.95,35.78,"$40,001 TO $50,000",45000.5,0,0,61.687,1.150992,45.0005
"1105017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,57,NA,"NOT APPLICABLE","MASTER'S DEGREE (MA, MS)",NA,0,NA,NA,"$35,001 TO $40,000",37500.5,0,0,60.717,1.051137,37.5005
"1105018C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,48,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,53.5,63.43,"$75,001 TO $100,000",87500.5,0,0,55.537,0.5178906,87.5005
"1105019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,49,50,"MASTER'S DEGREE (MA, MS)","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,58.65,0.8383532,150.0005
"1105021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,47,"SOME COLLEGE","SOME COLLEGE",0,0,38.18,33.42,"$75,001 TO $100,000",87500.5,0,0,58.043,0.7758666,87.5005
"1105022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,36,43,"HIGH SCHOOL DIPLOMA/EQUIVALENT","GRADUATE/PROFESSIONAL SCHOOL-NO DEGREE",1,0,38.18,35.92,"$50,001 TO $75,000",62500.5,0,0,56.676,0.6351431,62.5005
"1107001C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,73.977,2.416166,NA
"1107005C",0,"ASIAN",0,0,0,1,1,37,39,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,53.5,"$100,001 TO $200,000",150000.5,0,0,57.069,0.6755998,150.0005
"1107007C",0,"ASIAN",0,0,0,1,1,37,39,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,64.89,62.87,"$200,001 TO $200,001",200001,0,0,58.712,0.8447357,200.001
"1107010C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,37,41,"DOCTORATE OR PROFESSIONAL DEGREE","DOCTORATE OR PROFESSIONAL DEGREE",0,0,77.5,62.87,"$100,001 TO $200,000",150000.5,0,0,57.179,0.6869236,150.0005
"1107012C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,47,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$200,001 TO $200,001",200001,0,0,47.416,-0.3181123,200.001
"1107015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,39,55,"VOC/TECH PROGRAM","SOME COLLEGE",1,0,38.18,77.5,"$75,001 TO $100,000",87500.5,0,0,59.799,0.9566351,87.5005
"1107016C",0,"WHITE, NON-HISPANIC",1,0,0,0,NA,40,40,"MASTER'S DEGREE (MA, MS)","MASTER'S DEGREE (MA, MS)",0,0,NA,35.78,"$100,001 TO $200,000",150000.5,0,0,74.131,2.432019,150.0005
"1107017C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,42,52,"MASTER'S DEGREE (MA, MS)","DOCTORATE OR PROFESSIONAL DEGREE",0,0,59,34.95,"$50,001 TO $75,000",62500.5,0,0,50.562,0.00574745,62.5005
"1107019C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,40,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,61.56,39.2,"$50,001 TO $75,000",62500.5,0,0,68.154,1.816727,62.5005
"1107020C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,45,45,"MASTER'S DEGREE (MA, MS)","BACHELOR'S DEGREE",0,0,NA,53.5,"$75,001 TO $100,000",87500.5,0,0,49.412,-0.1126374,87.5005
"1107021C",0,"WHITE, NON-HISPANIC",1,0,0,0,2,39,42,"DOCTORATE OR PROFESSIONAL DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,77.5,"$200,001 TO $200,001",200001,0,0,53.605,0.3190041,200.001
"1107024C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,41,"BACHELOR'S DEGREE","MASTER'S DEGREE (MA, MS)",0,0,63.43,35.78,"$50,001 TO $75,000",62500.5,0,0,62.178,1.201537,62.5005
"1108001C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,41.723,-0.9041688,NA
"1108003C",0,"ASIAN",0,0,0,1,2,46,48,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,34.95,53.5,"$100,001 TO $200,000",150000.5,0,0,43.352,-0.7364741,150.0005
"1108004C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.14,-0.2435813,NA
"1108005C",0,"MORE THAN ONE RACE, NON HISPANIC",0,0,0,0,1,37,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,38.18,39.2,"$40,001 TO $50,000",45000.5,0,0,46.016,-0.462233,45.0005
"1108006C",0,"ASIAN",0,0,0,1,1,30,30,"VOC/TECH PROGRAM","VOC/TECH PROGRAM",1,1,53.5,39.18,"$50,001 TO $75,000",62500.5,0,0,49.631,-0.09009281,62.5005
"1108007C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,64.134,1.402895,NA
"1108008C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,54.152,0.3753141,NA
"1108009C",0,"ASIAN",0,0,0,1,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$15,001 TO $20,000",17500.5,1,0,51.582,0.1107497,17.5005
"1108010C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,50,46,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,38.18,"$40,001 TO $50,000",45000.5,0,0,54.162,0.3763435,45.0005
"1108012C",0,"ASIAN",0,0,0,1,1,29,28,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,34.95,53.5,"$40,001 TO $50,000",45000.5,0,0,41.22,-0.9559493,45.0005
"1108013C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,42,40,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,61.56,64.89,"$100,001 TO $200,000",150000.5,0,0,50.966,0.04733656,150.0005
"1108016C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,1,36,35,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,53.5,35.78,"$40,001 TO $50,000",45000.5,0,0,54.615,0.4229768,45.0005
"1108018C",0,"ASIAN",0,0,0,1,1,47,51,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,38.18,35.92,"$30,001 TO $35,000",32500.5,0,0,53.309,0.2885328,32.5005
"1108020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,34,35,"8TH GRADE OR BELOW","VOC/TECH PROGRAM",1,1,34.95,39.2,"$15,001 TO $20,000",17500.5,1,0,31.548,-1.951617,17.5005
"1108022C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,51.582,0.1107497,NA
"1108023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,38,31,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$40,001 TO $50,000",45000.5,0,0,52.648,0.2204873,45.0005
"1111002C",0,"ASIAN",0,0,0,1,1,42,44,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,38.18,34.95,"$75,001 TO $100,000",87500.5,0,0,54.413,0.4021823,87.5005
"1111003C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,43,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,53.5,NA,"$40,001 TO $50,000",45000.5,0,0,57.749,0.7456013,45.0005
"1111004C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,58.85,0.8589419,NA
"1111006C",0,"ASIAN",0,0,0,1,1,43,46,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,61.56,62.87,"$100,001 TO $200,000",150000.5,0,0,70.785,2.087571,150.0005
"1111007C",0,"ASIAN",0,0,0,1,1,41,41,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,38.18,38.18,"$75,001 TO $100,000",87500.5,0,0,67.491,1.748475,87.5005
"1111008C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.786,-0.1770799,NA
"1111009C",0,"NATIVE HAWAIIAN, OTHER PACIFIC ISLANDER",0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.83,-0.6872672,NA
"1111010C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,56.735,0.6412167,NA
"1111011C",0,"ASIAN",0,0,0,1,1,30,36,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,NA,38.18,"$30,001 TO $35,000",32500.5,1,0,54.023,0.3620344,32.5005
"1111012C",0,"ASIAN",0,0,0,1,1,38,NA,"NOT APPLICABLE","DOCTORATE OR PROFESSIONAL DEGREE",NA,0,34.95,NA,"$30,001 TO $35,000",32500.5,0,0,55.076,0.4704337,32.5005
"1111013C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,39.509,-1.132085,NA
"1111015C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,43,"BACHELOR'S DEGREE","BACHELOR'S DEGREE",0,0,NA,35.78,"$100,001 TO $200,000",150000.5,0,0,47.48,-0.3115239,150.0005
"1111018C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,34,39,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,53.5,"$100,001 TO $200,000",150000.5,0,0,55.045,0.4672425,150.0005
"1111019C",0,"ASIAN",0,0,0,1,1,37,NA,"NOT APPLICABLE","BACHELOR'S DEGREE",NA,0,48.69,NA,"$75,001 TO $100,000",87500.5,0,0,54.755,0.4373889,87.5005
"1111020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,53.174,0.2746355,NA
"1111021C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,34.95,NA,"$20,001 TO $25,000",22500.5,0,0,39.077,-1.176557,22.5005
"1111023C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,34,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$50,001 TO $75,000",62500.5,0,1,63.198,1.30654,62.5005
"1112001C",0,"ASIAN",0,0,0,1,1,44,52,"BACHELOR'S DEGREE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,35.78,"$5,000 TO $5,000",5000,1,1,46.978,-0.3632015,5
"1112002C",0,"ASIAN",0,0,0,1,1,45,44,"VOC/TECH PROGRAM","MASTER'S DEGREE (MA, MS)",1,0,53.5,38.18,"$100,001 TO $200,000",150000.5,0,0,71.042,2.114027,150.0005
"1112005C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,40,NA,"NOT APPLICABLE","VOC/TECH PROGRAM",NA,1,29.6,NA,"$20,001 TO $25,000",22500.5,1,0,53.739,0.3327985,22.5005
"1112007C",0,"ASIAN",0,0,0,1,1,33,43,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,29.6,53.5,"$20,001 TO $25,000",22500.5,0,0,52.959,0.2525027,22.5005
"1112008C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,40.223,-1.058584,NA
"1112009C",0,"ASIAN",0,0,0,1,1,39,58,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,35.78,35.78,"$25,001 TO $30,000",27500.5,0,0,55.126,0.4755809,27.5005
"1112012C",0,"ASIAN",0,0,0,1,1,42,41,"SOME COLLEGE","BACHELOR'S DEGREE",0,0,NA,38.18,"$50,001 TO $75,000",62500.5,0,0,60.006,0.9779444,62.5005
"1112013C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,41.428,-0.9345371,32.5005
"1112015C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,2,44,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,33.42,NA,"$30,001 TO $35,000",32500.5,0,0,42.171,-0.8580502,32.5005
"1112016C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,40,38,"BACHELOR'S DEGREE","SOME COLLEGE",0,0,38.18,53.5,"$75,001 TO $100,000",87500.5,0,0,56.666,0.6341136,87.5005
"1112017C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,32,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,NA,39.2,"$50,001 TO $75,000",62500.5,0,0,49.487,-0.1049166,62.5005
"1112018C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,30,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,53.5,NA,"$50,001 TO $75,000",62500.5,0,0,67.176,1.716048,62.5005
"1112020C",0,"HISPANIC, RACE SPECIFIED",0,0,1,0,1,32,32,"SOME COLLEGE","HIGH SCHOOL DIPLOMA/EQUIVALENT",0,1,34.95,34.95,"$35,001 TO $40,000",37500.5,0,0,40.006,-1.080923,37.5005
"1112021C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,42,36,"HIGH SCHOOL DIPLOMA/EQUIVALENT","VOC/TECH PROGRAM",1,1,63.43,53.5,"$50,001 TO $75,000",62500.5,0,0,55.852,0.5503178,62.5005
"1112022C",0,"WHITE, NON-HISPANIC",1,0,0,0,1,38,40,"HIGH SCHOOL DIPLOMA/EQUIVALENT","SOME COLLEGE",1,0,38.18,38.18,"$50,001 TO $75,000",62500.5,0,0,52.537,0.2090606,62.5005
"1113002C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,36,37,"9TH - 12TH GRADE","8TH GRADE OR BELOW",1,1,34.95,35.92,"$50,001 TO $75,000",62500.5,0,0,38.164,-1.270544,62.5005
"1113005C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,45,47,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,33.42,35.92,"$30,001 TO $35,000",32500.5,0,0,59.595,0.9356347,32.5005
"1113006C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,40,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$10,001 TO $15,000",12500.5,1,1,43.004,-0.7722984,12.5005
"1113007C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,47,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,NA,NA,"$10,001 TO $15,000",12500.5,1,0,46.734,-0.3883197,12.5005
"1113008C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,1,35,37,"HIGH SCHOOL DIPLOMA/EQUIVALENT","BACHELOR'S DEGREE",1,0,38.18,33.42,"$75,001 TO $100,000",87500.5,0,0,49.404,-0.1134609,87.5005
"1113010C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,32.556,-1.84785,NA
"1113012C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,27,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,NA,NA,"$15,001 TO $20,000",17500.5,1,1,42.282,-0.8466235,17.5005
"1113018C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,48.261,-0.2311252,NA
"1113019C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,28,31,"VOC/TECH PROGRAM","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,29.6,"$30,001 TO $35,000",32500.5,0,0,39.155,-1.168527,32.5005
"1113020C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,29,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,35.78,NA,"$20,001 TO $25,000",22500.5,0,0,46.853,-0.3760694,22.5005
"1113022C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,31,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$25,001 TO $30,000",27500.5,0,0,41.66,-0.9106542,27.5005
"1114002C",0,"ASIAN",0,0,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,38.151,-1.271882,NA
"1114006C",0,"HISPANIC, RACE NOT SPECIFIED",0,0,1,0,2,26,NA,"NOT APPLICABLE","HIGH SCHOOL DIPLOMA/EQUIVALENT",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,44.81,-0.5863827,12.5005
"1114010C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,37,NA,"NOT APPLICABLE","SOME COLLEGE",NA,0,38.18,NA,"$30,001 TO $35,000",32500.5,0,0,34.3,-1.668317,32.5005
"1114011C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,1,46,49,"HIGH SCHOOL DIPLOMA/EQUIVALENT","HIGH SCHOOL DIPLOMA/EQUIVALENT",1,1,34.95,34.95,"$20,001 TO $25,000",22500.5,1,1,29.665,-2.14546,22.5005
"1114016C",0,"BLACK OR AFRICAN AMERICAN, NON-HISPANIC",0,1,0,0,2,26,NA,"NOT APPLICABLE","9TH - 12TH GRADE",NA,1,34.95,NA,"$10,001 TO $15,000",12500.5,1,0,34.924,-1.604081,12.5005
